driveName,type,diskCapacity,diskMark,rank,price,driveValue,priceperGB,testDate,samples
NVMe Force MP600,SSD,465.8,21894,343,,,,2020,8
HFS001TD9TNG-L2A0A,SSD,953.9,21875,344,,,,2020,17
HFS512GD9TNG-L2A0A,SSD,476.9,21871,345,,,,2020,44
SK hynix PC711 HFS256GDE9X073N,SSD,238.5,21870,346,,,,2021,8
NVMe PNY CS3030 1TB S,SSD,931.5,21869,347,,,,2020,7
NVMe WD BLACK SN750 S,SSD,931.5,21847,348,,,,2021,5
PHISON PS5012-E12S-512G,SSD,476.9,21828,349,,,,2020,18
Samsung SSD 970 EVO 2TB,SSD,1800,21770,350,199.99,108.86,0.11,2018,250
SK hynix PC711 HFS001TDE9X073N,SSD,953.9,21746,351,,,,2021,18
NVMe SAMSUNG MZPJB480,SSD,447.1,21742,352,,,,2021,6
SKHynix HFM512GD3HX015N,SSD,476.9,21689,353,,,,2021,35
Samsung SSD 970 EVO 1TB,SSD,931.5,21675,354,119.38,181.56,0.13,2018,4188
WDC PC SN730 SDBQNTY-1T00,SSD,953.9,21572,355,,,,2019,175
INTEL SSDPEL1D380GA,SSD,354,21550,356,612.48,35.18,1.73,2020,8
KXG6APNV2T04 TOSHIBA,SSD,1900,21537,357,,,,2020,11
NVMe SKHynix HFM512GD3HX015N,SSD,476.9,21534,358,,,,2021,13
HS-SSD-E2000 1024GB,SSD,953.9,21513,359,,,,2020,5
Sabrent Rocket Q,SSD,1800,21498,360,,,,2020,154
WD BLACK SN750 SE 500GB,SSD,465.8,21479,361,,,,2021,148
SKHynix HFS512GD9TNI-L2B0B,SSD,476.9,21477,362,,,,2020,80
PC601 NVMe SK hynix 1TB,SSD,953.9,21473,363,,,,2019,22
ADATA SX8100NP,SSD,3600,21472,364,,,,2020,10
ADATA SX8100NP,SSD,1900,21461,365,,,,2019,52
KXG60ZNV1T02 KIOXIA,SSD,953.9,21451,366,,,,2020,80
MSI M370 2TB,SSD,1900,21436,367,,,,2021,6
Viper VPN100 1TB,SSD,953.9,21435,368,,,,2021,4
YMTC PC005 512GB,SSD,476.9,21394,369,,,,2021,7
WD BLACK SN750 SE NVMe 500GB,SSD,465.8,21392,370,,,,2021,23
PC711 NVMe SK hynix 256GB,SSD,238.5,21364,371,,,,2020,17
BC711 NVMe SK hynix 512GB,SSD,476.9,21361,372,,,,2021,166
addlink S70 M.2 G3x4 1TB,SSD,953.9,21359,373,124.88,171.04,0.13,2019,71
SKHynix HFS256GDE9X081N,SSD,238.5,21331,374,,,,2021,58
WD Black SN750 NVMe 500GB,SSD,465.8,21327,375,,,,2019,2279
HS-SSD-E2000,SSD,953.9,21312,376,,,,2019,12
HS-SSD-E2000 1024G,SSD,953.9,21290,377,,,,2020,13
NVMe PC SN730 NVMe WDC 1024GB,SSD,953.9,21282,378,,,,2021,57
XPG GAMMIX S41,SSD,476.9,21254,379,,,,2020,50
Samsung PM981 2TB NVMe,SSD,1900,21246,380,499.99,42.49,0.26,2018,73
MSI M370 1TB,SSD,953.9,21245,381,144.78,146.74,0.15,2021,64
KXG6AZNV512G NVMe SED TOSHIBA 512GB,SSD,476.9,21185,382,,,,2019,1
HP SSD EX950 2TB,SSD,1800,21148,383,249.99,84.6,0.14,2019,36
KXG60ZNV1T02 NVMe KIOXIA 1024GB,SSD,953.9,21144,384,,,,2019,134
ADATA SX8100NP,SSD,476.9,21132,385,,,,2019,203
WDC WDS200T2B0C,SSD,1800,21127,386,224.99,93.9,0.12,2021,95
NVMe WDC PC SN730 SDBPNTY-1T00-1101,SSD,953.9,21068,387,,,,2021,11
WDC WD BLACK SDBPNTY-512G,SSD,476.9,21050,388,,,,2020,85
NVMe WDS500G3X0C-00SJG0,SSD,465.8,21038,389,,,,2021,9
KXG60PNV1T02 NVMe KIOXIA 1024GB,SSD,953.9,21006,390,,,,2020,10
SPCC M.2 PCIe SSD,SSD,953.9,20992,391,,,,2019,558
MSI M372 512GB,SSD,476.9,20982,392,,,,2021,8
M.2 PCIE G3x4 NVMe,SSD,953.9,20956,393,,,,2019,10
ADATA SX8200PNP,SSD,1900,20943,394,,,,2019,418
NVMe PC601A NVMe SK h,SSD,953.9,20833,395,,,,2020,10
TEAM TM8FPD002T,SSD,1900,20810,396,,,,2021,5
PNY CM3031 500GB SSD,SSD,465.8,20805,397,,,,2022,8
XPG GAMMIX S11 Pro,SSD,1900,20802,398,,,,2019,53
WDC PC SN720 NVMe 512GB SDAPNTW,SSD,476.9,20769,399,,,,2018,8
NVMe Micron 2300 NVMe,SSD,953.9,20718,400,218,95.04,0.23,2020,12
NVMe WDC PC SN730 SDB,SSD,476.9,20690,401,,,,2020,16
NVMe PC SN730 NVMe WDC 512GB,SSD,476.9,20603,402,91.5,225.17,0.19,2021,33
Samsung PM981 1TB NVMe,SSD,953.9,20536,403,239.99,85.57,0.25,2017,513
WD Black NVMe 500GB,SSD,465.8,20495,404,98.68,207.69,0.21,2018,311
Transcend TS2TMTE220S,SSD,1900,20477,405,,,,2020,7
KXG6AZNV1T02 TOSHIBA,SSD,953.9,20443,406,149.99,136.3,0.16,2019,68
Corsair Force MP510 960GB,SSD,894.3,20421,407,139.99,145.87,0.16,2018,504
E12-512G-PHISON-SSD-B27-BB1,SSD,476.9,20396,408,,,,2020,17
NVMe LENSN20512GMSP34,SSD,476.9,20394,409,,,,2019,16
NVMe WDC PC SN720 SDA,SSD,476.9,20392,410,,,,2019,51
PC601 SED NVMe SK hynix 1TB,SSD,953.9,20389,411,,,,2019,4
NVMe Sabrent,SSD,1900,20355,412,175,116.31,0.09,2019,7
Mystor SSD S910 512GB,SSD,476.9,20336,413,,,,2021,22
MKNSSDPE2TB-D8,SSD,1800,20325,414,189.99,106.98,0.11,2019,39
NVMe BC711 NVMe SK hynix 512GB,SSD,476.9,20324,415,,,,2021,90
HS-SSD-E2000 2048G,SSD,1900,20315,416,,,,2020,5
NVMe PCIe SSD,SSD,1800,20297,417,154.99,130.96,0.09,2020,6
NVMe ADATA SX8200PNP,SSD,1900,20274,418,,,,2020,9
NVMe INTEL SSDPEKNU010TZ,SSD,953.9,20242,419,,,,2022,13
Reletech P400 SSD 1024GB,SSD,953.9,20241,420,,,,2021,11
NVMe KXG60ZNV512G KIOXIA,SSD,476.9,20189,421,,,,2021,17
Corsair MP600 CORE,SSD,931.5,20175,422,,,,2021,87
SN730 SDBQNTY-512G-1004,SSD,476.9,20102,423,,,,2020,6
TOSHIBA-RD500,SSD,931.5,20073,424,,,,2020,10
NVMe PC611 NVMe SK hy,SSD,953.9,20061,425,,,,2020,8
Samsung SSD PM9A1 NVMe 256GB,SSD,238.5,20060,426,,,,2021,69
E12-1TB-PHISON-SSD-B3-BB1,SSD,953.9,20056,427,,,,2019,4
SK hynix PC601 HFS512GD9TNG-L2A0A,SSD,476.9,20029,428,,,,2019,66
SanDisk Extreme Pro 500GB,SSD,465.8,19978,429,191.99,104.06,0.41,2018,124
WDC WDS960G2G0C,SSD,894.3,19977,430,74.99,266.4,0.08,2021,13
UMIS RPITJ512VME2OWD,SSD,476.9,19952,431,,,,2021,41
WDC PC SN730 SDBPNTY-512G,SSD,476.9,19944,432,,,,2019,702
ADATA SX8100NP,SSD,953.9,19936,433,,,,2019,63
NVMe XPG SPECTRIX S40,SSD,476.9,19922,434,,,,2020,21
NVMe PC SN730 NVMe WD,SSD,476.9,19902,435,,,,2019,9
HFM256GD3JX013N,SSD,238.5,19870,436,,,,2022,11
NVMe SAMSUNG MZVLW1T0,SSD,953.9,19866,437,,,,2018,6
HS-SSD-C2000,SSD,953.9,19857,438,,,,2020,5
Viper M.2 VPR100,SSD,476.9,19805,439,146.8,134.91,0.31,2020,8
NVMe ADATA SX8100NP,SSD,476.9,19800,440,,,,2020,7
TOSHIBA XG6 SSD 1024GB M.2 NVMe,SSD,953.9,19772,441,,,,2019,35
KIOXIA-EXCERIA PLUS SSD,SSD,465.8,19766,442,,,,2020,13
XPG SPECTRIX S40G,SSD,3600,19764,443,,,,2020,12
PCIe-8 SSD 512GB,SSD,476.9,19740,444,,,,2021,8
PC611 NVMe SK hynix 1TB,SSD,953.9,19665,445,,,,2020,167
C-E80T256G4-P3D3B3E13,SSD,238.5,19659,446,,,,2021,6
MyDigitalSSD BPX Pro 960GB,SSD,894.3,19641,447,,,,2018,4
SSDPE21D960GAD NVME INTEL 960GB,SSD,894.3,19627,448,,,,2020,1
NVMe WDC WDS100T2B0C-00PXH0,SSD,931.5,19624,449,,,,2021,16
WDC PC SN720 NVMe 512GB SDAQNTW,SSD,476.9,19589,450,,,,2018,159
Samsung SSD 970 EVO 500GB,SSD,465.8,19562,451,119.99,163.03,0.26,2018,5257
311CD0512GB,SSD,476.9,19531,452,,,,2021,12
NVMe SX8200PNP-512GT-,SSD,476.9,19403,453,,,,2021,6
HS-SSD-C2000Pro 1024G,SSD,953.9,19392,454,,,,2019,7
MKNSSDPE1TB-D8,SSD,931.5,19388,455,99.99,193.9,0.11,2019,29
SX8200PNP-512GT-S,SSD,476.9,19383,456,,,,2020,31
Samsung SSD 970,SSD,465.8,19382,457,,,,2020,27
NVMe Sabrent,SSD,953.9,19359,458,,,,2019,13
NVMe PC711 NVMe SK hynix 256GB,SSD,238.5,19350,459,,,,2021,14
KINGSTON SNVSE500G,SSD,465.8,19340,460,,,,2021,12
NVMe Micron 2300 NVMe,SSD,476.9,19296,461,,,,2020,6
HP SSD EX950 1TB,SSD,953.9,19295,462,148.99,129.5,0.16,2019,94
MS1PC5ED3ORA3.2T,SSD,2900,19292,463,,,,2018,6
WDS500G3X0C-00SJ,SSD,465.8,19290,464,,,,2021,7
ADATA SX8200PNP,SSD,953.9,19267,465,,,,2018,1458
NVMe GIGABYTE GP-ASM2NE6500GTTD,SSD,465.8,19253,466,,,,2022,11
XPG GAMMIX S11 Pro,SSD,953.9,19250,467,143.08,134.54,0.15,2019,335
TOSHIBA-RD500,SSD,465.8,19206,468,,,,2020,10
WDC PC SN540 SDDPNPF-512G,SSD,476.9,19145,469,,,,2022,5
NVMe addlink M.2 PCIE,SSD,953.9,19138,470,,,,2019,5
KXG60ZNV512G KIOXIA,SSD,476.9,19133,471,,,,2019,138
KINGSTON SKC2000M81000G,SSD,931.5,19129,472,,,,2019,46
m.2 Smartbuy PS5012-2280 1024GB,SSD,953.9,19128,473,,,,2022,4
NVMe SK hynix BC711 HFM256GD3JX013N,SSD,238.5,19114,474,,,,2021,14
NVMe Samsung SSD 960,SSD,953.9,19114,475,,,,2016,62
One-Netbook PCI-E 01TB SSD,SSD,953.9,19107,476,,,,2021,4
NVMe KXG60ZNV1T02 KIOXIA,SSD,953.9,19107,477,,,,2021,7
Samsung SM961 1TB NVMe,SSD,953.9,19105,478,199,96,0.21,2016,61
NVMe ADATA SX8200PNP,SSD,953.9,19078,479,,,,2019,36
KIOXIA-EXCERIA G2 SSD,SSD,931.5,19055,480,,,,2022,12
KXG60ZNV512G NVMe KIOXIA 512GB,SSD,476.9,19052,481,,,,2020,124
SAMSUNG MZVLB2T0HALB-000L7,SSD,1900,19049,482,,,,2019,19
T-FORCE TM8FPL1000G,SSD,931.5,19048,483,,,,2022,12
NVMe WDC PC SN530 SDBPNPZ-1T00-1114,SSD,953.9,19047,484,,,,2021,15
WDC PC SN730 SDBQNTY-512G,SSD,476.9,19025,485,,,,2019,424
HFM256GD3GX013N-SKhynix,SSD,237.5,19021,486,,,,2021,9
Seagate BarraCuda 510 SSD ZP500CM30001,SSD,465.8,19007,487,219,86.79,0.47,2020,67
KBG40ZNS1T02 NVMe KIOXIA 1024GB,SSD,953.9,18996,488,,,,2019,17
SX8200PNP-512GT,SSD,476.9,18993,489,,,,2020,7
ADATA FALCON,SSD,1900,18986,490,,,,2020,7
NVMe PLEXTOR PX-1TM9P,SSD,953.9,18974,491,,,,2018,5
WDC WDS100T2B0C,SSD,931.5,18965,492,,,,2021,116
NVMe KXG60ZNV1T02 NVM,SSD,953.9,18963,493,,,,2019,19
Transcend TS1TMTE220S,SSD,953.9,18935,494,,,,2019,44
Micron 2300 NVMe 256GB,SSD,238.5,18895,495,29.95,630.89,0.13,2020,26
HS-SSD-C2000Pro 512GB,SSD,476.9,18885,496,,,,2019,9
KXG6AZNV512G KIOXIA,SSD,476.9,18868,497,,,,2020,13
PC SN730 NVMe WDC 512GB,SSD,476.9,18862,498,,,,2019,81
Samsung SSD 960 PRO 512GB,SSD,476.9,18859,499,239.99,78.58,0.5,2016,549
PC611 NVMe SK hynix 512GB,SSD,476.9,18855,500,,,,2020,114
HP SSD EX920 1TB,SSD,953.9,18833,501,119.99,156.95,0.13,2018,114
Samsung SSD 970 EVO Plus 250GB,SSD,232.9,18754,502,69.99,267.96,0.3,2019,1882
XPG SPECTRIX S40G,SSD,476.9,18751,503,,,,2019,389
APS-SE20G-1TB,SSD,953.9,18749,504,,,,2020,4
PC601 NVMe SK hynix 512GB,SSD,476.9,18738,505,,,,2019,99
NVMe PNY CS3030 1000G,SSD,931.5,18732,506,,,,2019,7
CT250P5SSD8,SSD,232.9,18724,507,65.74,284.82,0.28,2020,62
Samsung SSD 970,SSD,232.9,18709,508,,,,2020,7
NVMe XPG GAMMIX S11 P,SSD,953.9,18703,509,,,,2019,6
XPG SPECTRIX S40G,SSD,953.9,18696,510,,,,2019,136
NVMe KXG60ZNV512G NVMe KIOXIA 512GB,SSD,476.9,18692,511,,,,2021,46
NVMe CA5-8D512,SSD,476.9,18691,512,,,,2020,49
NVMe INTEL SSDPEKNU512GZH,SSD,476.9,18660,513,,,,2022,8
Samsung SSD 960 PRO 1TB,SSD,953.9,18647,514,119.99,155.41,0.13,2016,141
UMIS RPETJ512MGE2QDQ,SSD,476.9,18643,515,,,,2021,5
Reletech M.2 SSD 512GB,SSD,476.9,18637,516,,,,2021,8
Samsung SSD 960 PRO 2TB,SSD,1900,18631,517,1250,14.9,0.66,2017,20
SKHynix HFM256GD3HX015N,SSD,238.5,18620,518,,,,2021,18
NVMe INTEL SSDPEKNU512GZ,SSD,476.9,18592,519,,,,2021,112
PNY CS2130 1TB SSD,SSD,931.5,18591,520,155.99,119.18,0.17,2020,38
NVMe PC601 NVMe SK hy,SSD,476.9,18585,521,,,,2019,13
SKHynix HFS512GD9TNG-L5B0B,SSD,476.9,18558,522,,,,2020,34
SanDisk Ultra 3D NVMe,SSD,931.5,18545,523,,,,2020,139
NVMe PC611 NVMe SK hynix 1TB,SSD,953.9,18492,524,,,,2021,14
TOSHIBA XG6 SSD 512GB M.2 NVMe,SSD,476.9,18473,525,115,160.63,0.24,2018,113
Samsung SM961 512GB NVMe,SSD,476.9,18448,526,199.99,92.25,0.42,2016,308
Samsung PM981 1TB NVMe SED,SSD,953.9,18429,527,,,,2018,5
Reletech M.2 SSD 1024GB,SSD,953.9,18419,528,,,,2021,6
NVMe ADATA SX8200NP,SSD,447.1,18410,529,,,,2018,24
SAMSUNG MZ1LB960HAJQ-00007,SSD,894.3,18400,530,283,65.02,0.32,2021,6
SKHynix HFS512GD9TNG-L3A0B,SSD,476.9,18392,531,,,,2019,47
EMTEC X300 512GB,SSD,476.9,18390,532,,,,2020,4
SK hynix BC711 HFM256GD3JX013N,SSD,238.5,18370,533,,,,2021,63
KINGSTON SNVS500G,SSD,465.8,18357,534,,,,2021,390
KXG60ZNV1T02 TOSHIBA,SSD,953.9,18340,535,221,82.99,0.23,2019,31
Intel SSD 760P 1TB,SSD,953.9,18331,536,229.99,79.7,0.24,2018,43
E12S-512G-PHISON-SSD-B27B,SSD,476.9,18324,537,,,,2020,6
MTFDHBA256TDV-1AY1AABHA,SSD,238.5,18321,538,,,,2021,6
NVMe LENSE30512GMSP34,SSD,476.9,18319,539,,,,2018,6
NVMe PC SN730 NVMe WD,SSD,953.9,18318,540,,,,2020,15
NVMe Seagate BarraCud,SSD,476.9,18308,541,,,,2020,6
TEAM TM8FP4512G,SSD,476.9,18282,542,,,,2019,39
PC601A NVMe SK hynix 512GB,SSD,476.9,18280,543,,,,2019,12
NVMe Micron 2200 MTFD,SSD,476.9,18272,544,,,,2020,28
TEAM TM8FPD512G,SSD,476.9,18262,545,,,,2020,9
Micron 2200 NVMe 1024GB,SSD,953.9,18260,546,,,,2019,2
WDC WDBA3V0010BNC,SSD,931.5,18254,547,,,,2020,50
HS-SSD-C2000Pro 512G,SSD,476.9,18252,548,,,,2020,5
Samsung PM981 512GB NVMe,SSD,476.9,18246,549,142.99,127.6,0.3,2017,1393
Gigabyte AORUS RGB M.2 NVMe 512GB,SSD,476.9,18246,550,92.96,196.27,0.19,2019,50
NVMe Micron 2300 NVMe 256GB,SSD,238.5,18241,551,,,,2021,5
NVMe WDC PC SN530 SDB,SSD,953.9,18238,552,,,,2020,21
Micron 2200 MTFDHBA512TCK,SSD,476.9,18235,553,,,,2019,89
MKNSSDPL2TB-D8,SSD,1800,18231,554,,,,2019,5
SX8200PNP-1TT,SSD,953.9,18229,555,,,,2021,6
Toshiba XG5-P NVMe 2TB,SSD,1900,18218,556,304.99,59.73,0.16,2018,46
HS-SSD-E2000 512G,SSD,476.9,18216,557,,,,2020,16
KBG40ZNS1T02 BG4A KIOXIA,SSD,953.9,18216,558,,,,2021,9
HFM256GD3JX016N,SSD,238.5,18214,559,,,,2021,25
SSSTC CA5-8D256,SSD,238.5,18211,560,,,,2020,8
WD Blue SN550 NVMe SSD 1TB,SSD,931.5,18191,561,102.25,177.9,0.11,2019,2244
KINGSTON SKC2000M82000G,SSD,1800,18168,562,,,,2019,14
WDC PC SN530 SDBPNPZ,SSD,953.9,18159,563,,,,2021,6
INTEL SSDPEKNU512GZ,SSD,476.9,18156,564,,,,2021,262
TOSHIBA XG6 SSD 512GB M.2 NVMe SED,SSD,476.9,18136,565,,,,2019,84
PC601A NVMe SK hynix 1TB,SSD,953.9,18134,566,,,,2019,9
KINGSTON SKC2000M8500G,SSD,465.8,18075,567,,,,2019,48
SAMSUNG MZVKW512HMJP-00007,SSD,476.9,18070,568,,,,2019,10
NVMe KBG40ZPZ1T02 NVMe KIOXIA 1024GB,SSD,953.9,18069,569,,,,2021,17
NVMe KXG60PNV512G NVM,SSD,476.9,18048,570,,,,2020,7
PNY CS1030 512GB SSD,SSD,476.9,18030,571,,,,2021,4
WD Blue SN570 250GB,SSD,232.9,18026,572,,,,2022,7
Reletech P400 SSD 512GB,SSD,476.9,18024,573,,,,2021,15
PNY CS3030 500GB SSD,SSD,465.8,18020,574,76,237.11,0.16,2019,235
KXG60PNV512G NVMe KIOXIA 512GB,SSD,476.9,18020,575,,,,2020,21
Viper M.2 VPN100 512GB,SSD,476.9,17980,576,110,163.45,0.23,2019,100
KXG50PNV2T04 NVMe KIOXIA 2048GB,SSD,1900,17965,577,,,,2020,5
HP SSD EX950 512GB,SSD,476.9,17954,578,91,197.29,0.19,2019,82
Intel SSD 760P 2TB,SSD,1900,17949,579,699.99,25.64,0.37,2018,12
NVMe BC711 NVMe SK hynix 256GB,SSD,238.5,17946,580,,,,2021,53
Toshiba XG5-P NVMe 1TB,SSD,953.9,17931,581,,,,2018,24
NVMe Force MP510,SSD,447.1,17905,582,,,,2019,18
NVMe WDC PC SN530 SDBPNPZ-1T00-1006,SSD,953.9,17883,583,,,,2021,5
Intel Optane H20 with SSD 512GB,SSD,476.9,17856,584,,,,2022,12
NVMe WDC PC SN730 SDBPNTY-1T00-1102,SSD,953.9,17855,585,,,,2021,24
NVMe Micron 2200 MTFD,SSD,953.9,17853,586,,,,2020,6
INTEL SSDPEKKW010T8L,SSD,953.9,17830,587,,,,2019,29
NVMe SPCC M.2 PCIe SSD,SSD,953.9,17801,588,,,,2021,7
PNY CS1031 512GB SSD,SSD,476.9,17764,589,,,,2021,4
SKHynix HFS001TD9TNG-L3A0B,SSD,953.9,17742,590,,,,2020,5
PNY CS3030 1000GB SSD,SSD,931.5,17738,591,,,,2019,31
PLEXTOR PX-1TM9PeGN,SSD,953.9,17715,592,238.78,74.19,0.25,2018,9
WDC PC SN720 SDAQNTW-512G,SSD,476.9,17713,593,,,,2019,6
Samsung SSD 960 EVO 1TB,SSD,931.5,17684,594,177.22,99.78,0.19,2016,284
INTEL SSDPE2ME020T4D SFF NVME 2000GB,SSD,1800,17664,595,,,,2020,1
Mushkin Pilot 1TB MKNSSDPL1TB-D8,SSD,931.5,17646,596,174.99,100.84,0.19,2018,19
INTEL SSDPEKNU512GZH,SSD,476.9,17625,597,,,,2021,31
WDC PC SN530 SDBPTPZ-1T00,SSD,953.9,17625,598,398.68,44.21,0.42,2021,72
ADATA FALCON,SSD,953.9,17620,599,94.99,185.49,0.1,2020,11
WDC PC SN530 SDBPNPZ-1T00,SSD,953.9,17611,600,,,,2020,545
SAMSUNG MZQLB960HAJR-00007,SSD,894.3,17573,601,,,,2019,6
KXG60ZNV256G KIOXIA,SSD,238.5,17573,602,,,,2020,247
TEAM TM8FPD001T,SSD,953.9,17570,603,,,,2020,40
NVMe WDC PC SN530 SDBPNPZ-1T00-1002,SSD,953.9,17554,604,,,,2021,18
XPG GAMMIX S11 Pro,SSD,476.9,17553,605,,,,2019,395
GIGABYTE GP-GSM2NE3512GNTD,SSD,476.9,17551,606,66.1,265.53,0.14,2019,118
ADATA SX8200PNP,SSD,476.9,17544,607,,,,2018,1346
NVMe WDC WDS500G2B0C-00PXH0,SSD,465.8,17542,608,,,,2021,12
One-Netbook PCI-E 512G SSD,SSD,953.9,17520,609,,,,2021,6
NVMe Samsung SSD 960,SSD,1900,17505,610,,,,2017,10
KBG40ZNV1T02 KIOXIA,SSD,953.9,17503,611,,,,2020,52
NVMe Samsung SSD 960,SSD,476.9,17498,612,,,,2018,323
Samsung SSD PM981a NVMe 256GB,SSD,238.5,17490,613,,,,2019,1097
Corsair MP400,SSD,931.5,17485,614,,,,2020,86
NVMe PC SN530 NVMe WD,SSD,476.9,17456,615,,,,2021,6
Micron MTFDHBA512TCK,SSD,476.9,17451,616,144.99,120.36,0.3,2019,67
KXG60ZNV512G TOSHIBA,SSD,476.9,17431,617,173.08,100.71,0.36,2019,61
WDC WDS480G2G0C,SSD,447.1,17415,618,44.14,394.54,0.1,2021,50
Micron 2200S NVMe 512GB,SSD,476.9,17409,619,,,,2019,102
Micron MTFDHBA256TDV,SSD,238.5,17387,620,,,,2020,58
BC711 NVMe SK hynix 256GB,SSD,238.5,17385,621,,,,2021,86
NVMe KXG60ZNV256G KIOXIA,SSD,238.5,17355,622,,,,2021,16
UMIS LENSE40512GMSP34MESTB3A,SSD,476.9,17350,623,,,,2020,7
IR-SSDPR-P34B-512-80,SSD,476.9,17338,624,,,,2020,9
NVMe KXG60ZNV512G NVM,SSD,476.9,17327,625,,,,2019,30
670p SSDPEKNU512GZ NVMe INTEL 512GB,SSD,476.9,17308,626,,,,2021,13
SAMSUNG MZALQ512HBLU-00BL1,SSD,476.9,17301,627,,,,2021,18
SAMSUNG MZVLQ1T0HBLB-00BH1,SSD,953.9,17276,628,,,,2021,7
NVMe WDC PC SN530 SDB,SSD,476.9,17275,629,,,,2020,47
Intel Optane H10 with SSD 1TB,SSD,953.9,17270,630,,,,2021,12
Micron 2200 NVMe 512GB,SSD,476.9,17254,631,,,,2019,4
SPCC M.2 PCIE SS,SSD,953.9,17241,632,,,,2020,8
INTENSO PCIe,SSD,447.1,17192,633,,,,2020,12
ADATA SX8800PNP,SSD,953.9,17190,634,,,,2020,9
Transcend TS512GMTE220S,SSD,476.9,17190,635,,,,2019,74
LITEON CA5-8D512,SSD,476.9,17176,636,,,,2020,26
NVMe WDC PC SN530 SDBPNPZ-512G-1114,SSD,476.9,17175,637,,,,2020,93
NVMe Sabrent Rocket Q,SSD,931.5,17160,638,90,190.67,0.1,2020,9
YMTC PC005 256GB,SSD,238.5,17096,639,,,,2021,4
Samsung SSD PM991a NVMe 1TB,SSD,953.9,17088,640,,,,2021,200
Intel DC P3700 1.6TB NVMe,SSD,1500,17085,641,,,,2016,4
GIGABYTE GP-GSM2NE3100TNTD,SSD,953.9,17072,642,123.14,138.64,0.13,2019,168
T-FORCE TM8FP5512G,SSD,476.9,17055,643,,,,2019,12
KBG40ZPZ1T02 NVMe KIOXIA 1024GB,SSD,953.9,17049,644,,,,2020,4
NVMe CA5-8D1024,SSD,953.9,17034,645,,,,2021,11
Micron 2200S NVMe 1024GB,SSD,953.9,17033,646,,,,2019,45
Micron MTFDHBA1T0TCK,SSD,953.9,17028,647,306.3,55.59,0.32,2019,32
WDC PC SN720 SDAQNTW-1T00,SSD,953.9,17017,648,,,,2019,5
INTEL SSDPEKNW020T9,SSD,1900,17002,649,239.99,70.85,0.13,2020,14
NVMe KINGSTON SNVS500G,SSD,465.8,16976,650,,,,2021,5
ADATA SX8200NP,SSD,894.3,16972,651,,,,2018,46
SN530 SDBPNPZ-512G-1004,SSD,476.9,16964,652,,,,2021,10
PLEXTOR PX-1TM9PeY,SSD,953.9,16957,653,,,,2018,8
Micron 2200 MTFDHBA1T0TCK,SSD,953.9,16931,654,,,,2019,28
NVMe KINGSTON SA2000M81000G,SSD,931.5,16884,655,,,,2021,5
APS-SE20Q-1T,SSD,931.5,16884,656,,,,2020,20
Samsung SM961 256GB NVMe,SSD,238.5,16878,657,97.99,172.25,0.41,2016,233
HP SSD EX920 512GB,SSD,476.9,16869,658,71.99,234.32,0.15,2018,89
KINGSTON SKC2500M8250G,SSD,232.9,16867,659,,,,2020,37
Intel SSD DC P4500 4TB,SSD,3600,16845,660,,,,2017,1
PM8512GPTCB4B8TF-E13T4,SSD,476.9,16818,661,,,,2020,8
NVMe PNY CS3030 500GB,SSD,465.8,16814,662,109.99,152.87,0.24,2019,11
Samsung PM961 1TB NVMe,SSD,953.9,16813,663,264.99,63.45,0.28,2016,132
WDC WDS500G2B0C,SSD,465.8,16811,664,67.87,247.69,0.15,2020,65
PRO-X-1TB-G2,SSD,931.5,16809,665,,,,2019,3
NVMe BC711 NVMe SK hy,SSD,238.5,16800,666,,,,2021,7
Toshiba XG5 SSD 1TB,SSD,953.9,16795,667,239,70.27,0.25,2017,121
KXG6AZNV256G NVMe SED TOSHIBA 256GB,SSD,238.5,16776,668,,,,2019,2
NVMe KBG40ZNV1T02 KIOXIA,SSD,953.9,16770,669,,,,2021,11
NVMe KBG40ZNS1T02 NVMe KIOXIA 1024GB,SSD,953.9,16726,670,,,,2021,10
NVMe XPG GAMMIX S11 P,SSD,476.9,16719,671,,,,2019,19
E12-512G-PHISON-SSD-B16-BB1,SSD,476.9,16697,672,,,,2020,34
NVMe WDC PC SN530 SDBPNPZ-512G-1006,SSD,476.9,16693,673,,,,2020,21
NVMe HP SSD EX920 1TB,SSD,953.9,16662,674,,,,2018,4
NVMe WDC PC SN530 SDBPMPZ-512G-1101,SSD,476.9,16658,675,,,,2021,13
NVMe KXG60ZNV256G NVMe KIOXIA 256GB,SSD,238.5,16655,676,,,,2021,15
WDC WDBA3V5000ANC,SSD,465.8,16654,677,,,,2020,67
NVMe KBG40ZNV512G KIO,SSD,476.9,16649,678,,,,2021,8
XPG SPECTRIX S20G,SSD,465.8,16622,679,59.99,277.09,0.13,2021,22
APS-SE20G-512,SSD,476.9,16608,680,,,,2019,8
Corsair Force MP510 480GB,SSD,447.1,16606,681,91.51,181.46,0.2,2018,506
NVMe CT2000P2SSD8,SSD,1800,16574,682,,,,2021,6
LITEON CA3-8D512,SSD,476.9,16572,683,,,,2018,46
NVMe SAMSUNG MZVLQ512HBLU-00BH1,SSD,476.9,16564,684,,,,2021,10
Samsung PM961 512GB NVMe,SSD,476.9,16542,685,179.99,91.91,0.38,2017,392
NVMe WDC PC SN530 SDBPNPZ-512G-1002,SSD,476.9,16534,686,,,,2021,22
WDC PC SN530 SDBPTPZ-512G,SSD,476.9,16500,687,,,,2021,39
